assemblyΩ1_116	UniRef100_F9ZAR0~K07133	87.3	409	52	0	1	409	1	409	1.3e-207	727.2
assemblyΩ1_118	UniRef100_R9T3K3~K06885	30.1	525	302	16	2	486	7	506	7.3e-48	196.8
assemblyΩ1_135	UniRef100_A0A0E3PS02~K07492	37.4	254	155	1	2	251	10	263	3.4e-46	190.3
assemblyΩ1_138	UniRef100_D6D6B1~K21557	30.1	564	358	4	3	564	2	531	3.6e-59	234.6
assemblyΩ1_139	UniRef100_A0A0H4VLB0~K21573	34.0	1052	590	23	12	992	3	1021	4.5e-150	537.3
assemblyΩ1_140	UniRef100_D4VQ68~K21572	62.0	510	188	3	1	508	6	511	1.1e-184	651.4
assemblyΩ1_141	UniRef100_Q8A2J3~K01201	68.0	503	151	3	1	503	2	494	2.8e-204	716.5
assemblyΩ1_145	UniRef100_E6STA9~K02343	85.5	612	80	3	1	604	1	611	6.9e-295	1017.7
assemblyΩ1_147	UniRef100_A0A0P0GPJ9~K00812	95.7	397	17	0	1	397	1	397	5.0e-217	758.4
assemblyΩ1_148	UniRef100_A0A0P0FNP2~K14652	93.6	404	26	0	1	404	1	404	5.4e-219	765.0
assemblyΩ1_149	UniRef100_R6KUU6~K07091	87.6	619	77	0	1	619	10	628	0.0e+00	1099.7
assemblyΩ1_157	UniRef100_A0A127AYQ9~K21573	30.3	1060	631	32	56	1062	22	1026	1.0e-115	423.3
assemblyΩ1_158	UniRef100_A0A0P0GMJ4~K21572	49.0	580	287	6	1	572	1	579	4.4e-158	563.1
assemblyΩ1_159	UniRef100_A0A1B8TYF2~K18581	42.7	396	200	9	30	422	30	401	1.3e-77	295.4
assemblyΩ1_162	UniRef100_A0A0P0G5I9~K16213	80.8	395	76	0	1	395	1	395	2.2e-196	689.9
assemblyΩ1_163	UniRef100_E6STC5~K03292	86.4	457	62	0	1	457	1	457	6.0e-230	801.6
assemblyΩ1_164	UniRef100_E6STC6~K16212	93.1	389	27	0	1	389	1	389	1.8e-219	766.5
assemblyΩ1_165	UniRef100_E6STC7~K01218	79.2	360	75	0	5	364	17	376	5.7e-175	618.6
assemblyΩ1_177	UniRef100_E6STD1~K21572	62.1	601	209	10	1	588	1	595	2.9e-205	719.9
assemblyΩ1_178	UniRef100_A0A127AYQ9~K21573	37.3	1055	595	28	43	1082	23	1026	8.6e-171	606.3
assemblyΩ1_179	UniRef100_A0A0N7IF57~K01179	80.6	324	60	1	3	323	2	325	6.6e-159	565.1
assemblyΩ1_180	UniRef100_A0A0P0FV82~K19355	84.3	427	67	0	3	429	2	428	1.3e-223	780.4
assemblyΩ1_183	UniRef100_E6STR4~K01190	74.6	827	190	7	2	815	3	822	0.0e+00	1278.1
assemblyΩ1_184	UniRef100_E4T5F8~K00702	76.4	825	178	2	5	827	2	811	0.0e+00	1358.6
assemblyΩ1_185	UniRef100_A0A0P0GMF9~K19265	89.5	332	35	0	1	332	1	332	3.4e-174	615.9
assemblyΩ1_186	UniRef100_E6STR7~K01187	79.0	673	139	2	1	671	1	673	0.0e+00	1121.7
assemblyΩ1_191	UniRef100_A0A0P0GN27~K01081	73.0	293	72	3	14	305	14	300	3.3e-120	436.4
assemblyΩ1_198	UniRef100_A0A174GHE3~K02884	98.3	117	2	0	1	117	1	117	1.5e-57	226.9
assemblyΩ1_199	UniRef100_E6STT1~K00845	94.2	326	19	0	1	326	1	326	3.9e-175	619.0
assemblyΩ1_200	UniRef100_A0A0P0FVB4~K02003	95.0	238	12	0	1	238	1	238	1.6e-125	453.8
assemblyΩ1_201	UniRef100_E6STT3~K02004	90.5	419	40	0	1	419	1	419	1.5e-219	766.9
assemblyΩ1_202	UniRef100_E6STT4~K02004	90.8	413	38	0	1	413	1	413	3.7e-215	752.3
assemblyΩ1_203	UniRef100_E6STT5~K02005	88.0	367	44	0	1	367	1	367	4.4e-175	619.0
assemblyΩ1_204	UniRef100_E6STT6~K12340	86.0	442	62	0	1	442	1	442	9.2e-212	741.1
assemblyΩ1_207	UniRef100_E6STU0~K00243	87.1	278	36	0	1	278	1	278	1.5e-138	497.3
assemblyΩ1_208	UniRef100_A0A0P0GEB3~K00024	93.7	333	21	0	1	333	1	333	4.8e-181	638.6
assemblyΩ1_210	UniRef100_A0A0P0GAS5~K03402	98.1	157	3	0	1	157	1	157	2.8e-78	296.2
assemblyΩ1_212	UniRef100_E6STV7~K01940	98.2	398	7	0	3	400	4	401	6.0e-226	788.1
assemblyΩ1_213	UniRef100_A0A0P0FZ82~K00145	96.0	322	13	0	1	322	1	322	2.1e-181	639.8
assemblyΩ1_214	UniRef100_A0A0P0GML1~K00821	92.8	373	27	0	1	373	1	373	7.0e-205	718.0
assemblyΩ1_215	UniRef100_A0A0P0GEF5~K00286	82.4	256	45	0	1	256	1	256	1.7e-112	410.6
assemblyΩ1_217	UniRef100_A0A139LPK4~K01895	93.1	549	38	0	1	549	15	563	8.5e-311	1070.5
assemblyΩ1_236	UniRef100_E6SUC6~K01755	93.5	446	29	0	1	446	1	446	1.3e-242	843.6
assemblyΩ1_238	UniRef100_E6SUC8~K00762	97.6	212	5	0	1	212	1	212	1.5e-114	417.2
assemblyΩ1_239	UniRef100_E6SUC9~K03565	80.4	158	31	0	1	158	2	159	1.8e-69	266.9
assemblyΩ1_240	UniRef100_A0A0N7IF71~K02493	70.5	278	82	0	1	278	1	278	4.9e-110	402.5
assemblyΩ1_241	UniRef100_E6SUD1~K11752	79.9	343	68	1	5	347	2	343	4.9e-160	568.9
assemblyΩ1_243	UniRef100_A0A0P0GAX0~K00806	86.9	244	32	0	1	244	1	244	8.0e-125	451.4
assemblyΩ1_244	UniRef100_E6SUD4~K07277	90.9	879	80	0	1	879	1	879	0.0e+00	1611.7
assemblyΩ1_245	UniRef100_E6SUD5~K06142	80.7	171	33	0	1	171	1	171	2.7e-66	256.5
assemblyΩ1_246	UniRef100_E6SUD6~K06142	72.0	168	47	0	1	168	1	168	4.6e-55	219.2
assemblyΩ1_247	UniRef100_E6SUD7~K01776	87.8	279	34	0	1	279	1	279	4.8e-142	508.8
assemblyΩ1_249	UniRef100_A0A0P0GEI8~K00931	84.2	380	36	2	5	384	31	386	7.8e-175	618.2
assemblyΩ1_250	UniRef100_E6SUE0~K00147	79.5	414	85	0	1	414	1	414	2.9e-191	672.9
assemblyΩ1_251	UniRef100_E6SUE1~K13043	95.3	317	15	0	1	317	1	317	1.1e-174	617.5
assemblyΩ1_252	UniRef100_S6BG02~K03972	33.6	107	63	2	1	107	6	104	5.2e-06	55.8
assemblyΩ1_255	UniRef100_E6SUE5~K01921	87.3	323	41	0	1	323	1	323	1.5e-163	580.5
assemblyΩ1_256	UniRef100_E6SUE6~K06180	95.2	353	17	0	4	356	3	355	1.6e-198	696.8
assemblyΩ1_257	UniRef100_A0A0N7IF75~K12132	75.8	215	50	1	1	215	1	213	2.0e-87	327.0
assemblyΩ1_258	UniRef100_F3PX35~K02914	97.6	82	2	0	1	82	1	82	2.0e-35	152.9
assemblyΩ1_259	UniRef100_A0A0P0G5Y1~K02356	94.7	188	10	0	1	188	1	188	3.8e-98	362.5
assemblyΩ1_261	UniRef100_E6SUF1~K03630	83.8	228	37	0	1	228	1	228	1.7e-105	387.1
assemblyΩ1_263	UniRef100_A0A0P0GEQ6~K03269	90.6	254	24	0	1	254	1	254	2.9e-141	506.1
assemblyΩ1_264	UniRef100_E6SUG3~K01077	83.7	466	75	1	1	466	1	465	2.9e-224	782.7
assemblyΩ1_267	UniRef100_E6SUG4~K00925	90.7	397	37	0	1	397	1	397	7.5e-205	718.0
assemblyΩ1_268	UniRef100_E6SUG5~K00625	94.4	339	19	0	1	339	1	339	4.8e-176	622.1
assemblyΩ1_269	UniRef100_E6SUH0~K06518	91.1	112	10	0	1	112	1	112	4.6e-51	205.3
assemblyΩ1_270	UniRef100_A0A1Q2D867~K05339	36.4	220	139	1	11	229	7	226	9.2e-30	135.6
assemblyΩ1_271	UniRef100_E6SUH2~K01163	82.9	304	52	0	1	304	1	304	3.5e-154	549.3
assemblyΩ1_273	UniRef100_E6SUV7~K03592	87.9	439	52	1	1	439	1	438	7.0e-220	768.1
assemblyΩ1_274	UniRef100_E6SUV8~K03568	91.0	511	46	0	1	511	1	511	1.8e-272	943.0
assemblyΩ1_275	UniRef100_G2IF20~K18672	45.4	251	124	4	6	252	15	256	7.2e-44	182.6
assemblyΩ1_276	UniRef100_E6SUW0~K00796	85.3	279	41	0	1	279	1	279	1.1e-130	471.1
assemblyΩ1_277	UniRef100_E6SUW2~K01929	77.5	432	97	0	1	432	1	432	2.0e-195	686.8
assemblyΩ1_279	UniRef100_E6SUW4~K03308	85.7	455	65	0	1	455	1	455	4.8e-224	781.9
assemblyΩ1_281	UniRef100_E6SUX1~K09810	88.0	217	26	0	1	217	1	217	5.4e-104	382.1
assemblyΩ1_282	UniRef100_A0A0P0G613~K22132	90.3	236	23	0	1	236	1	236	6.4e-119	431.8
assemblyΩ1_284	UniRef100_E6SUX6~K00133	95.5	335	15	0	1	335	1	335	6.3e-181	638.3
assemblyΩ1_286	UniRef100_E6SUX7~K21572	65.6	642	197	9	3	632	2	631	8.4e-243	844.7
assemblyΩ1_287	UniRef100_A0A127AYQ9~K21573	30.7	1091	612	36	62	1109	33	1022	1.3e-108	399.8
assemblyΩ1_291	UniRef100_E2NAL7~K21572	73.5	565	145	4	1	561	8	571	8.5e-247	857.8
assemblyΩ1_304	UniRef100_A0A0S2KHU3~K08218	70.0	437	129	1	4	440	5	439	1.7e-178	630.6
assemblyΩ1_306	UniRef100_A0A0P0GMX8~K18930	79.2	1019	162	6	1	991	1	997	0.0e+00	1618.6
assemblyΩ1_309	UniRef100_A0A0P0FPF6~K07106	97.0	267	8	0	2	268	3	269	3.1e-141	506.1
assemblyΩ1_311	UniRef100_E6SUZ5~K03773	67.6	210	63	3	2	210	3	208	3.3e-74	283.1
assemblyΩ1_312	UniRef100_E6SUZ6~K01880	97.1	513	15	0	1	513	1	513	1.6e-295	1019.6
assemblyΩ1_314	UniRef100_E6SV01~K02621	90.8	895	66	2	1	893	1	881	0.0e+00	1635.5
assemblyΩ1_323	UniRef100_C7M6B4~K01768	62.8	156	57	1	1	155	1	156	4.4e-52	209.1
assemblyΩ1_325	UniRef100_E6SVF9~K02836	93.8	371	23	0	1	371	1	371	5.9e-196	688.3
assemblyΩ1_327	UniRef100_A0A0P0GQJ3~K01897	87.5	601	75	0	1	601	16	616	0.0e+00	1087.8
assemblyΩ1_328	UniRef100_A0A0P0FW57~K01438	88.1	354	42	0	1	354	1	354	3.3e-180	636.0
assemblyΩ1_332	UniRef100_A0A0P0GBD8~K01520	94.4	143	8	0	2	144	1	143	1.6e-72	276.9
assemblyΩ1_333	UniRef100_A0A0P0G6B9~K01129	89.1	441	48	0	1	441	1	441	1.7e-226	790.0
assemblyΩ1_339	UniRef100_E2NAY4~K03088	88.6	167	19	0	1	167	19	185	1.4e-80	303.9
assemblyΩ1_341	UniRef100_A0A139KTU5~K03925	84.0	163	26	0	7	169	1	163	2.5e-75	286.6
assemblyΩ1_342	UniRef100_E6SVJ1~K03438	89.4	303	32	0	2	304	1	303	4.3e-152	542.3
assemblyΩ1_344	UniRef100_E6SVJ3~K03587	83.4	719	106	2	1	719	1	706	0.0e+00	1199.9
assemblyΩ1_345	UniRef100_E6SVJ4~K01928	91.5	481	41	0	1	481	3	483	4.6e-257	891.7
assemblyΩ1_346	UniRef100_E6SVJ5~K01000	93.1	422	29	0	1	422	1	422	1.3e-223	780.4
assemblyΩ1_347	UniRef100_E6SVJ6~K01925	92.8	444	32	0	1	444	1	444	5.5e-241	838.2
assemblyΩ1_348	UniRef100_A0A0P0G6G3~K03588	69.2	441	120	2	1	441	1	425	9.3e-164	581.6
assemblyΩ1_349	UniRef100_E6SVJ8~K02563	81.2	394	72	1	5	398	1	392	3.5e-181	639.4
assemblyΩ1_350	UniRef100_E6SVJ9~K01924	86.8	461	61	0	1	461	1	461	4.1e-239	832.0
assemblyΩ1_351	UniRef100_E6SVK0~K03589	86.9	245	32	0	1	245	1	245	1.9e-118	430.3
assemblyΩ1_352	UniRef100_E6SVK1~K03590	82.0	483	75	5	1	482	1	472	5.7e-191	672.2
assemblyΩ1_353	UniRef100_E6SVK2~K03531	83.3	437	72	1	1	437	1	436	3.2e-201	706.1
assemblyΩ1_354	UniRef100_E6SVK3~K09117	92.6	149	11	0	1	149	1	149	3.0e-66	256.1
assemblyΩ1_355	UniRef100_E6SVK4~K03584	86.0	242	34	0	1	242	1	242	1.3e-119	434.1
assemblyΩ1_356	UniRef100_Q8A276~K02968	94.0	84	5	0	1	84	1	84	2.0e-35	152.9
assemblyΩ1_359	UniRef100_A0A0P0GBI7~K02470	93.9	653	40	0	1	653	1	653	0.0e+00	1245.0
assemblyΩ1_361	UniRef100_E6SVZ4~K15633	96.2	504	19	0	1	504	1	504	5.8e-287	991.1
assemblyΩ1_362	UniRef100_D9RR92~K01130	71.8	485	135	2	24	507	26	509	1.1e-216	757.7
assemblyΩ1_363	UniRef100_A0A221JCY0~K21572	38.5	730	350	19	1	708	3	655	4.9e-122	443.7
assemblyΩ1_365	UniRef100_Q8A293~K03470	93.5	200	13	0	1	200	1	200	6.2e-107	391.7
assemblyΩ1_368	UniRef100_A0A0P0G904~K00929	80.3	360	71	0	1	360	1	360	9.6e-167	591.3
assemblyΩ1_369	UniRef100_A0A0K6BZM6~K00634&K00625	90.1	304	30	0	1	304	1	304	7.1e-155	551.6
assemblyΩ1_371	UniRef100_E6SQM0~K01297	82.1	312	56	0	1	312	1	312	2.9e-151	539.7
assemblyΩ1_373	UniRef100_A0A017N418~K02426	92.8	138	10	0	2	139	1	138	9.9e-67	257.7
assemblyΩ1_374	UniRef100_I9PSL1~K07727	95.5	67	3	0	1	67	1	67	2.1e-27	125.9
assemblyΩ1_379	UniRef100_A0A0P0GQW2~K07052	63.3	259	93	1	1	259	1	257	3.2e-87	326.6
assemblyΩ1_382	UniRef100_E6SQL0~K11753	76.7	317	67	1	6	322	1	310	9.9e-139	498.0
assemblyΩ1_383	UniRef100_E6SQK9~K20866	82.5	200	35	0	1	200	1	200	2.4e-93	346.7
assemblyΩ1_384	UniRef100_A0A0P0G8Y8~K01537	88.4	894	104	0	1	894	1	894	0.0e+00	1525.4
assemblyΩ1_385	UniRef100_A0A175ACE0~K05297	60.0	50	20	0	3	52	2	51	5.3e-13	77.8
assemblyΩ1_386	UniRef100_A0A0P0GR35~K03324	86.4	565	77	0	1	565	1	565	6.8e-268	927.9
assemblyΩ1_387	UniRef100_E6SQK0~K00876	93.5	557	36	0	1	557	1	557	7.1e-312	1073.9
assemblyΩ1_394	UniRef100_A0A0P0G670~K06147	72.8	644	57	1	46	571	1	644	3.3e-252	875.9
assemblyΩ1_395	UniRef100_E1WLW6~K01190	73.4	1094	290	1	13	1106	18	1110	0.0e+00	1745.7
assemblyΩ1_396	UniRef100_A0A0P0GKM2~K07148	75.3	389	96	0	9	397	1	389	3.5e-178	629.4
assemblyΩ1_397	UniRef100_E6SQJ2~K01262	92.8	457	33	0	1	457	1	457	7.2e-252	874.4
assemblyΩ1_398	UniRef100_E6SQJ0~K03092	88.1	496	59	0	1	496	1	496	2.2e-238	829.7
assemblyΩ1_400	UniRef100_E6SQI8~K02437	92.8	125	9	0	1	125	1	125	1.9e-61	240.0
assemblyΩ1_401	UniRef100_A0A0P0GKK1~K01588	92.9	169	12	0	1	169	1	169	1.8e-78	297.0
assemblyΩ1_402	UniRef100_E6SQI6~K03526	86.5	624	80	1	1	620	1	624	0.0e+00	1099.3
assemblyΩ1_403	UniRef100_A0A076IPG6~K01425	93.1	304	21	0	1	304	1	304	2.5e-160	569.7
assemblyΩ1_407	UniRef100_A0LYA0~K01138	58.1	492	203	3	34	524	43	532	8.4e-164	582.0
assemblyΩ1_412	UniRef100_A0A0P0GQS0~K21572	82.4	506	88	1	1	506	1	505	9.1e-248	860.9
assemblyΩ1_413	UniRef100_A0A127AYQ9~K21573	34.3	1049	617	25	1	1000	1	1026	1.2e-158	565.8
assemblyΩ1_415	UniRef100_A0A0P0GKJ2~K05349	86.6	762	102	0	1	762	1	762	0.0e+00	1328.5
assemblyΩ1_418	UniRef100_E6SQI5~K03797	89.6	546	57	0	1	546	10	555	2.3e-284	982.6
assemblyΩ1_419	UniRef100_Q0I8J5~K00847	35.8	310	191	5	4	308	15	321	3.0e-42	177.6
assemblyΩ1_421	UniRef100_Q11PD5~K00764	32.3	217	146	1	17	233	20	235	7.9e-29	132.5
assemblyΩ1_422	UniRef100_E6SQI2~K01092	79.9	264	53	0	1	264	13	276	8.2e-123	444.9
assemblyΩ1_426	UniRef100_A0A0P0GHF3~K02342	84.0	163	26	0	1	163	1	163	2.2e-78	296.6
assemblyΩ1_430	UniRef100_E6SQ41~K03168	86.7	784	103	1	1	783	1	784	0.0e+00	1330.5
assemblyΩ1_435	UniRef100_A0A223HI83~K06147	65.7	732	249	2	7	736	3	734	2.9e-279	966.1
assemblyΩ1_437	UniRef100_E6SQ40~K01887	94.4	605	34	0	1	605	1	605	0.0e+00	1147.5
assemblyΩ1_438	UniRef100_E6SQ39~K03530	87.5	88	11	0	1	88	1	88	1.0e-32	144.1
assemblyΩ1_439	UniRef100_C6Y011~K09650	42.2	237	120	4	4	226	6	239	1.1e-38	165.2
assemblyΩ1_442	UniRef100_E6SQ35~K01284	90.2	694	68	0	1	694	1	694	0.0e+00	1272.3
assemblyΩ1_443	UniRef100_E6SQ34~K12257	91.8	994	80	1	1	992	1	994	0.0e+00	1757.3
assemblyΩ1_444	UniRef100_A0A139TCG5~K12373	79.6	653	133	0	1	653	1	653	0.0e+00	1094.3
assemblyΩ1_446	UniRef100_A0A1H5TVR2~K01448	60.2	201	72	4	1	198	1	196	1.5e-60	237.7
assemblyΩ1_452	UniRef100_Q775D8~K21038	34.7	331	197	6	2	331	3	315	1.7e-40	171.8
assemblyΩ1_462	UniRef100_R9HPA0~K01101	33.6	143	83	4	9	144	15	152	2.7e-11	73.6
assemblyΩ1_500	UniRef100_A0A173V4U4~K02342	60.8	186	73	0	1	186	1	186	3.5e-59	233.0
assemblyΩ1_501	UniRef100_A0A1C7H3D7~K03497	72.3	267	74	0	1	267	1	267	8.6e-104	381.7
assemblyΩ1_502	UniRef100_F2JNB2~K17398	46.4	304	132	8	1	289	1	288	6.0e-58	229.6
assemblyΩ1_504	UniRef100_K0HZV2~K06941	49.7	290	142	2	1	289	1	287	2.2e-76	290.8
assemblyΩ1_506	UniRef100_F7M450~K02315	75.1	181	45	0	1	181	27	207	2.2e-74	283.5
assemblyΩ1_515	UniRef100_A0A1H5TS01~K07455	68.7	300	73	4	18	312	17	300	2.5e-105	387.1
assemblyΩ1_525	UniRef100_A0A0P0GT03~K00174	84.6	615	95	0	1	615	1	615	6.0e-310	1067.8
assemblyΩ1_526	UniRef100_A0A076IZH9~K00175	85.6	334	48	0	1	334	1	334	2.0e-171	606.7
assemblyΩ1_527	UniRef100_E6SQ27~K00761	90.0	219	22	0	1	219	1	219	2.7e-111	406.4
assemblyΩ1_528	UniRef100_A0A0P0G8R1~K01610	97.4	535	14	0	1	535	1	535	2.7e-311	1072.0
assemblyΩ1_530	UniRef100_E6SUF8~K21572	85.5	640	92	1	1	640	1	639	0.0e+00	1148.7
assemblyΩ1_533	UniRef100_A0A0N7IFK1~K06207	95.2	599	29	0	1	599	53	651	0.0e+00	1139.0
assemblyΩ1_534	UniRef100_A0A0P0GSZ0~K02956	95.5	89	4	0	1	89	1	89	2.9e-40	169.1
assemblyΩ1_536	UniRef100_A0A0P0G1Y5~K00666	93.8	548	34	0	1	548	1	548	0.0e+00	1097.4
assemblyΩ1_537	UniRef100_E6SQ14~K07173	91.4	162	14	0	1	162	1	162	5.4e-85	318.5
assemblyΩ1_538	UniRef100_E6SQ13~K01243	76.1	234	56	0	1	234	1	234	6.3e-103	378.6
assemblyΩ1_540	UniRef100_A0A0P0GMY9~K21573	30.9	1113	602	39	2	1033	5	1031	5.4e-106	391.0
assemblyΩ1_541	UniRef100_A0A0H4PG12~K21572	48.3	621	297	12	1	613	1	605	6.9e-157	559.3
assemblyΩ1_544	UniRef100_E6SQ11~K09808	84.4	409	64	0	1	409	1	409	7.0e-190	668.3
assemblyΩ1_545	UniRef100_E6SQ10~K02834	95.5	110	5	0	1	110	1	110	1.5e-49	200.3
assemblyΩ1_546	UniRef100_C7M9L1~K00588	44.3	203	112	1	3	205	8	209	7.3e-50	202.2
assemblyΩ1_547	UniRef100_E6SPZ0~K00873	93.0	485	34	0	1	485	1	485	3.0e-256	889.0
assemblyΩ1_548	UniRef100_A0A0P0FYH4~K03786	94.9	136	7	0	1	136	1	136	2.2e-67	260.0
assemblyΩ1_549	UniRef100_E6SPY8~K04763	84.9	317	48	0	1	317	1	317	3.2e-150	536.2
assemblyΩ1_552	UniRef100_E6SPK1~K07391	89.8	512	52	0	1	512	1	512	2.8e-265	919.1
assemblyΩ1_553	UniRef100_Q8A3N0~K09181	87.0	686	89	0	1	686	1	686	0.0e+00	1174.1
assemblyΩ1_561	UniRef100_A0A174B4P9~K03088	38.9	185	105	3	5	184	7	188	4.5e-27	126.3
assemblyΩ1_563	UniRef100_A0A127AYQ9~K21573	30.9	1068	623	34	126	1136	17	1026	3.5e-122	444.9
assemblyΩ1_564	UniRef100_A0A1Z2XEU7~K21572	71.9	580	155	2	1	579	1	573	1.9e-257	893.3
assemblyΩ1_565	UniRef100_K6B005~K01197	47.4	724	367	10	17	727	12	734	4.1e-193	679.9
assemblyΩ1_567	UniRef100_F0R434~K05349	58.9	764	300	6	14	764	9	771	1.1e-249	867.8
